profile_id,first_activity_time,signup_platform,signup_device_model,signup_country_code,acquisition_source
3992394726793313,2017-06-23 12:27:04,Android,samsung SPH-L720T,US,acquisition_source_3
717327050631962,2017-12-28 16:46:06,Android,samsung SM-G920T,US,acquisition_source_2
6.46414E+15,2017-05-25 3:08:30,iOS,"iPhone8,4",US,acquisition_source_2
4191629805524422,2017-01-13 19:56:49,Android,samsung SAMSUNG-SM-J120A,US,acquisition_source_3
8346767715284603,2017-08-22 7:39:59,iOS,"iPad3,6",SE,acquisition_source_2
8424604841283696,2017-06-30 1:14:25,iOS,"iPhone8,1",US,acquisition_source_2
4085376485352071,2017-05-07 11:46:58,iOS,"iPhone8,1",CH,acquisition_source_2
5453891302937887,2017-05-02 3:37:09,iOS,"iPhone8,4",JP,acquisition_source_2
6277311458190664,2017-08-05 7:41:03,iOS,"iPhone6,1",MX,acquisition_source_3
1893553643706926,2017-03-28 0:00:45,iOS,"iPad3,1",US,acquisition_source_2
1063370990869938,2017-03-27 19:17:01,iOS,"iPhone7,2",US,acquisition_source_2
9.88204E+15,2017-01-06 21:48:41,Android,motorola XT1609,US,acquisition_source_2
1185765642540199,2017-11-24 23:39:52,iOS,"iPhone8,1",JP,acquisition_source_3
2944541680597299,2017-05-30 15:27:04,Android,samsung SM-G935F,FR,acquisition_source_2
6445829069872762,2017-07-26 11:54:13,Android,asus ASUS_Z01BDB,ID,acquisition_source_2
2976073740523742,2017-07-15 19:12:45,iOS,"iPhone9,3",GB,acquisition_source_2
4437137780996239,2017-11-07 7:50:13,Android,Xiaomi Redmi Note 4,ID,acquisition_source_3
2395984348857308,2017-01-30 18:39:11,iOS,"iPad5,4",US,acquisition_source_2
9266793491547487,2017-08-30 7:21:50,iOS,"iPad2,4",AU,acquisition_source_3
6191228142246078,2017-11-27 3:14:54,iOS,"iPhone6,1",US,acquisition_source_3
6183085855685103,2017-01-22 10:27:44,Android,samsung SM-T531,AU,acquisition_source_3
9521349603122623,2017-12-17 16:32:41,iOS,"iPhone9,3",ES,acquisition_source_3
6170254080713286,2017-08-27 23:00:46,iOS,"iPhone8,2",US,acquisition_source_3
5545459174963378,2017-03-22 11:02:00,Android,samsung SM-G930F,AU,acquisition_source_2
5151538132597447,2017-10-18 2:05:00,iOS,"iPhone9,1",JP,acquisition_source_2
8038582498324965,2017-01-17 0:20:00,Android,kyocera KYOCERA-C6745,US,acquisition_source_5
2784955058220329,2018-01-07 20:58:13,Desktop,"iPhone8,1",GB,acquisition_source_2
1654553379241128,2017-04-09 8:41:09,Android,samsung SM-J105B,TT,acquisition_source_2
7252575220353266,2017-01-15 4:13:34,iOS,"iPhone7,2",JP,acquisition_source_2
5256882603051234,2017-07-12 0:34:10,iOS,"iPhone8,4",MX,acquisition_source_2
9103954494728926,2017-10-07 11:19:56,Android,Xiaomi Redmi 4,IN,acquisition_source_3
8886226645594014,2017-06-27 11:22:33,Android,samsung SM-A510F,HR,acquisition_source_2
7864277222330114,2017-04-22 19:46:56,Desktop,"MacBookAir6,2",US,acquisition_source_2
3565617376401229,2020-03-28 19:41:44,Desktop,"iPhone9,3",DK,acquisition_source_3
583157783168047,2019-01-25 21:54:30,iOS,"iPhone8,1",US,acquisition_source_3
5755484995630773,2017-08-09 11:55:21,iOS,"iPad4,1",NL,acquisition_source_3
5739183936625666,2017-04-13 20:31:56,iOS,"iPhone7,2",US,acquisition_source_2
3596421148813136,2017-06-27 11:06:19,Android,samsung SM-N910T3,US,acquisition_source_4
5497236938954175,2017-06-23 9:23:14,iOS,"iPhone6,2",MY,acquisition_source_2
9857175250034997,2017-10-05 2:55:14,Android,OPPO A37f,IN,acquisition_source_3
6235300520468773,2017-02-25 1:16:41,Desktop,HP 255 G4 Notebook PC (HP),US,acquisition_source_2
869957832840608,2017-02-04 2:30:40,iOS,"iPad3,4",US,acquisition_source_2
8913161590076307,2017-09-26 1:36:53,iOS,"iPad6,7",AU,acquisition_source_2
7392315869125019,2017-08-25 6:27:18,iOS,"iPhone7,2",BH,acquisition_source_2
6008034717821558,2017-04-15 10:19:41,Desktop,samsung SM-G531H,DZ,acquisition_source_2
2859039604792122,2017-11-07 23:07:25,Android,samsung SM-G950F,IT,acquisition_source_3
6165986692951968,2017-09-08 16:28:45,iOS,"iPhone9,4",GB,acquisition_source_1
8.32643E+15,2017-09-20 8:28:28,Android,OPPO CPH1707,SG,acquisition_source_2
1477018737666551,2017-08-20 5:48:18,Android,samsung SCH-I545,US,acquisition_source_2
2689312000924554,2017-09-23 20:11:07,iOS,"iPhone9,1",US,acquisition_source_2
1.77584E+15,2018-02-15 4:41:44,iOS,"iPhone6,2",BR,acquisition_source_3
2528641578078172,2017-10-22 21:01:55,Android,motorola Moto G (5),BR,acquisition_source_2
4179706469259119,2017-09-23 19:24:59,iOS,"iPhone9,2",US,acquisition_source_2
678719838945441,2020-06-04 22:11:21,Android,samsung SM-G935F,IT,acquisition_source_4
6764083936176931,2017-04-15 1:18:38,iOS,"iPhone5,3",US,acquisition_source_2
4854694343568205,2017-02-16 8:06:22,Android,Micromax Micromax Q413,IN,acquisition_source_2
7106062904686262,2017-09-02 4:30:52,iOS,"iPhone5,3",US,acquisition_source_3
901663906214152,2017-01-06 12:22:24,iOS,"iPhone5,4",NL,acquisition_source_2
4108762125482102,2017-07-10 20:52:53,Android,samsung SM-G357FZ,DK,acquisition_source_2
2.22764E+15,2017-08-01 4:00:33,iOS,"iPhone5,2",SE,acquisition_source_2
1778566624406996,2017-03-03 22:27:00,iOS,"iPhone9,1",GB,acquisition_source_3
573229119590751,2017-07-26 16:07:43,iOS,"iPhone8,1",US,acquisition_source_2
4753249577692021,2017-11-19 1:01:28,iOS,"iPhone9,1",US,acquisition_source_1
6237011538929908,2017-02-19 7:11:27,Android,samsung SCH-I545,US,acquisition_source_3
9306191181998617,2017-10-21 15:57:08,iOS,"iPad5,3",CL,acquisition_source_2
8323090078609986,2017-10-14 6:42:20,iOS,"iPhone8,1",CA,acquisition_source_2
6485699035040903,2017-04-24 3:21:55,iOS,"iPhone8,4",PE,acquisition_source_2
1188297483071303,2017-07-04 0:27:53,iOS,"iPhone7,2",US,acquisition_source_2
731672842360555,2017-02-05 13:22:04,Android,samsung SM-N910C,ZA,acquisition_source_2
1886223780814512,2017-09-18 13:42:33,Android,samsung SM-G950F,RO,acquisition_source_4
8843400218603505,2017-07-28 3:11:21,Android,motorola MotoG3,US,acquisition_source_3
2684545624757765,2017-11-10 20:41:51,iOS,"iPhone4,1",JM,acquisition_source_3
7903187902318029,2017-12-05 21:05:03,Android,Sony F3311,GB,acquisition_source_2
4287407956971517,2017-09-30 1:50:50,Android,samsung SM-A9100,RU,acquisition_source_3
9544574725638477,2017-04-01 13:21:50,Android,HUAWEI HUAWEI Y560-L01,BE,acquisition_source_2
7438564376451902,2017-08-29 14:52:39,Desktop,Aspire 5750G (Acer),IT,acquisition_source_4
3699665530848682,2018-12-25 5:46:02,iOS,"iPod5,1",US,acquisition_source_3
6052031253724762,2017-04-21 22:34:12,iOS,"iPhone9,4",US,acquisition_source_3
5808487961141481,2017-04-17 3:29:24,iOS,"iPhone6,1",MX,acquisition_source_2
3357319296412491,2017-02-06 19:46:54,iOS,"iPhone8,1",SA,acquisition_source_2
1052326858025802,2017-11-27 13:54:33,Android,samsung SM-G610F,IN,acquisition_source_3
9278943719507288,2017-08-04 19:23:53,Android,LENOVO Lenovo A7000-a,IN,acquisition_source_2
1800807577549299,2017-04-02 6:04:21,iOS,"iPhone8,1",US,acquisition_source_2
2364724813429028,2017-08-25 11:37:09,Android,LENOVO YOGA Tablet 2-1050L,IT,acquisition_source_2
41339280945646,2017-07-02 22:47:55,Android,Archos Archos 50f Helium,GB,acquisition_source_3
9.6758E+15,2020-03-24 14:03:32,iOS,"iPhone6,2",IN,acquisition_source_2
7491039603949568,2017-04-14 0:56:17,Android,LGE LGL33L,US,acquisition_source_2
9592366317879217,2017-08-27 0:39:07,iOS,"iPhone8,1",CA,acquisition_source_3
6.21023E+15,2017-10-08 2:13:16,iOS,"iPhone6,2",CL,acquisition_source_4
9928867065495895,2017-10-12 0:52:36,iOS,"iPad2,4",US,acquisition_source_2
1886662396832145,2017-05-06 15:36:32,Android,samsung SM-N920T,US,acquisition_source_3
1022806025364667,2017-03-27 1:07:40,iOS,"iPhone6,1",US,acquisition_source_3
4091500928730523,2017-09-27 2:47:51,iOS,"iPad4,4",MX,acquisition_source_2
9839921692379462,2017-06-07 17:54:00,Android,HUAWEI Che2-L11,ZZ,acquisition_source_2
2141454229602504,2017-07-30 17:59:09,iOS,"iPad5,1",US,acquisition_source_3
1924074092264245,2017-03-27 21:17:20,Android,samsung SM-J510GN,BH,acquisition_source_2
3041863905530594,2017-07-02 8:29:35,iOS,"iPhone9,3",DE,acquisition_source_2
4393662373853742,2017-08-24 20:13:59,iOS,"iPhone9,1",US,acquisition_source_3
2929308640845535,2017-07-11 8:11:07,iOS,"iPhone9,3",FR,acquisition_source_2
5265974213677723,2017-12-26 1:36:16,iOS,"iPhone8,1",AU,acquisition_source_2
4476403875744633,2018-12-01 0:05:36,Android,SKY DEVICES SKY 4.0LM,GT,acquisition_source_5
6836340466702368,2017-11-04 10:52:11,Android,samsung SM-G925F,GB,acquisition_source_3
3338998880205733,2017-01-27 23:47:08,iOS,"iPhone7,1",US,acquisition_source_4
9.3187E+15,2017-01-26 17:49:00,iOS,"iPhone9,3",FI,acquisition_source_2
761355779973601,2017-07-06 14:30:42,Android,samsung SM-N910C,US,acquisition_source_2
8310599783303551,2017-01-18 2:18:33,iOS,"iPhone7,2",US,acquisition_source_2
5251186798310784,2017-06-15 2:57:53,Android,HUAWEI EVA-L19,PH,acquisition_source_2
30133170974720,2017-12-29 21:56:23,iOS,"iPhone7,2",US,acquisition_source_2
3523364535283139,2017-06-19 20:07:57,Android,HUAWEI ALE-L21,PL,acquisition_source_2
365571416576314,2017-12-31 20:07:54,Android,samsung SM-T580,GB,acquisition_source_3
1601053050237119,2017-12-07 5:57:20,Android,LENOVO Lenovo Z90a40,TH,acquisition_source_2
9229066756044341,2017-06-13 15:17:51,Android,samsung GT-P5210,GB,acquisition_source_2
5869760403362222,2017-01-16 19:00:06,iOS,"iPhone7,2",PL,acquisition_source_2
4980103103160539,2017-02-22 20:54:41,iOS,"iPhone8,4",IE,acquisition_source_5
3125264176888462,2017-01-20 23:21:46,Android,samsung SM-G530H,AR,acquisition_source_2
3018983286687581,2017-10-13 22:17:45,Android,samsung SM-G920V,US,acquisition_source_3
3610808088141204,2017-02-02 8:54:39,Android,LGE LG-H221AR,AR,acquisition_source_2
4013162112913561,2017-12-25 15:58:55,iOS,"iPhone9,1",US,acquisition_source_2
6383526220676868,2017-10-18 0:53:55,iOS,"iPhone6,1",US,acquisition_source_2
4985405695809225,2019-10-07 15:33:13,Android,samsung SM-T210R,GB,acquisition_source_2
7929574409148316,2017-05-29 21:34:13,iOS,"iPhone6,2",GB,acquisition_source_2
445308861540508,2017-07-21 17:12:19,iOS,"iPod7,1",US,acquisition_source_1
891498638151811,2017-03-24 15:18:34,iOS,"iPhone9,2",CN,acquisition_source_2
9372324468780421,2017-06-27 21:06:21,iOS,"iPhone7,2",US,acquisition_source_3
4710574825570813,2017-03-27 19:43:52,Desktop,"iMac16,2",US,acquisition_source_2
7282288227131999,2017-04-02 23:55:29,iOS,"iPhone8,1",US,acquisition_source_2
8411824955325501,2017-02-04 1:10:11,iOS,"iPad5,2",ID,acquisition_source_2
17961207863923,2017-01-15 8:07:44,Android,samsung SM-N915G,IN,acquisition_source_2
5982700006387005,2017-08-09 20:15:12,Android,LGE LGL21G,US,acquisition_source_2
6631904412718202,2017-03-16 20:16:33,iOS,"iPhone7,2",FR,acquisition_source_2
6341227055067731,2017-02-25 15:10:52,Android,samsung SM-G388F,DK,acquisition_source_3
3115632959751381,2017-12-27 14:14:16,Android,samsung SM-J327P,US,acquisition_source_2
8394542412886508,2017-02-21 1:38:27,Android,LGE LG-D693n,MX,acquisition_source_2
5837426667272245,2017-02-15 1:14:30,iOS,"iPhone8,1",US,acquisition_source_3
5652682807897232,2017-09-19 23:03:13,Android,LGE LG-D724,UY,acquisition_source_2
4346840336855877,2017-03-27 12:52:49,iOS,"iPhone6,2",HU,acquisition_source_2
8812422378370995,2019-08-24 21:01:33,Android,ZTE Blade A465,MX,acquisition_source_5
14376892539278,2017-12-25 18:17:10,iOS,"iPhone8,4",US,acquisition_source_2
6944501182015248,2017-07-31 18:19:07,Android,LOGIC LOGIC X4P,VE,acquisition_source_5
656333426752312,2017-05-19 15:50:00,iOS,"iPhone9,1",ZZ,acquisition_source_4
2059183118959271,2017-03-01 10:27:09,iOS,"iPhone6,2",VN,acquisition_source_2
8860486149163594,2017-01-31 5:58:19,Android,HUAWEI EVA-L19,AU,acquisition_source_2
2217492476241347,2017-01-02 0:57:52,Android,motorola XT1635-02,MX,acquisition_source_3
7230677392325468,2017-07-19 14:24:16,iOS,"iPhone5,3",US,acquisition_source_2
6.766E+15,2017-12-17 9:39:11,Android,HTC HTC One,AU,acquisition_source_2
9619523919948937,2017-01-31 14:35:55,Android,motorola MotoG3,IN,acquisition_source_2
490773859094351,2017-03-26 13:14:54,iOS,"iPhone6,1",US,acquisition_source_1
6267249859357289,2017-12-13 18:01:19,Android,HUAWEI HUAWEI GRA-L09,ES,acquisition_source_2
4018571967018643,2017-05-31 13:09:14,Android,Xiaomi Redmi Note 4,SK,acquisition_source_2
3606579013881783,2017-09-05 20:23:32,iOS,"iPhone8,1",US,acquisition_source_2
9869449518229536,2017-12-11 4:44:51,iOS,"iPad6,8",US,acquisition_source_3
5279924184678174,2017-03-25 21:36:19,Android,motorola XT1069,BR,acquisition_source_2
3943841609882085,2017-02-25 18:45:43,Android,motorola MotoE2(4G-LTE),BR,acquisition_source_2
9353146356426455,2017-06-05 16:20:18,Desktop,HUAWEI ALE-L21,DE,acquisition_source_2
4920522510456419,2017-03-25 19:34:18,iOS,"iPad5,3",MX,acquisition_source_2
5728412211806278,2017-04-19 10:20:44,Android,samsung SM-G7102,ID,acquisition_source_2
4317053752079858,2018-09-16 20:11:12,iOS,"iPhone9,3",US,acquisition_source_3
9019322872859218,2017-08-05 16:53:22,iOS,"iPad4,1",US,acquisition_source_2
3532473198108933,2017-12-08 23:56:43,iOS,"iPhone8,1",US,acquisition_source_3
4.86669E+15,2017-05-17 12:01:03,iOS,"iPad6,4",IT,acquisition_source_2
817081998509079,2017-01-06 20:38:55,Android,samsung SM-A310F,GB,acquisition_source_3
7549758555940184,2017-06-03 10:05:24,Android,Sony E5603,CZ,acquisition_source_3
9909717562993273,2019-07-01 4:58:29,iOS,"iPhone5,3",VN,acquisition_source_3
6061407714134492,2017-07-12 20:32:24,Android,samsung SM-G930F,GB,acquisition_source_3
9865815523379452,2017-05-31 14:03:37,Android,HUAWEI NEM-L51,RU,acquisition_source_5
4.71196E+15,2017-07-25 20:04:31,iOS,"iPhone6,1",US,acquisition_source_3
4668410154050942,2017-09-12 0:16:08,Android,samsung SM-T280,MX,acquisition_source_2
5770643819503603,2017-03-31 16:12:40,iOS,"iPhone8,4",SA,acquisition_source_2
8175477388545317,2017-04-18 1:11:57,Desktop,120-1026la (Hewlett-Packard),CO,acquisition_source_2
5185542007332428,2017-04-23 2:10:45,Android,OPPO A1601,PH,acquisition_source_2
2020036167149471,2017-10-06 1:20:08,iOS,"iPhone9,2",US,acquisition_source_2
2651483888682304,2017-02-22 12:52:08,iOS,"iPhone8,1",KR,acquisition_source_2
2210123898286506,2017-02-20 4:21:35,iOS,"iPhone8,2",CN,acquisition_source_2
710887466104032,2017-06-22 13:01:41,Android,HUAWEI HUAWEI TIT-L01,HU,acquisition_source_3
4995207294903945,2017-10-18 15:36:49,Android,Sony G3311,DE,acquisition_source_5
1.72254E+15,2017-04-24 0:27:07,Android,zte Z970,US,acquisition_source_3
794425416714888,2017-01-01 10:47:31,Android,samsung SM-G928F,GB,acquisition_source_3
7210474062509027,2017-09-09 12:04:30,Android,LENOVO Lenovo K33a48,MK,acquisition_source_2
1810114356412974,2017-03-24 21:29:51,Android,Vodafone VF-795,IT,acquisition_source_2
7011044616494896,2017-09-28 10:52:42,Android,Xiaomi MI MAX 2,RU,acquisition_source_2
9012457322622136,2017-08-11 2:29:41,Android,samsung SM-J510MN,CL,acquisition_source_2
8777183951899306,2017-10-15 22:00:41,Android,samsung SM-G950U,US,acquisition_source_3
4844656114457145,2017-09-17 21:38:29,iOS,"iPhone9,2",US,acquisition_source_3
8674986212075073,2017-10-15 0:57:35,Android,vivo vivo 1609,PH,acquisition_source_2
3669610358754359,2017-10-18 18:35:57,iOS,"iPhone9,3",UA,acquisition_source_4
7.60313E+15,2017-05-09 1:13:50,iOS,"iPhone9,1",US,acquisition_source_3
4457527022158728,2017-07-30 15:05:45,iOS,"iPhone8,1",IT,acquisition_source_4
2613328355007166,2017-06-27 3:12:48,iOS,"iPhone8,1",US,acquisition_source_2
2.47071E+15,2017-03-20 23:21:13,Android,LGE LGMS330,US,acquisition_source_3
2983133723236197,2017-09-15 0:32:10,iOS,"iPad4,4",US,acquisition_source_2
5419850322941508,2017-06-16 18:22:15,iOS,"iPhone8,1",GB,acquisition_source_3
609401727091357,2017-09-11 17:48:56,Android,samsung SM-T330,GB,acquisition_source_3
4.90747E+15,2017-10-06 18:01:30,iOS,"iPhone9,1",US,acquisition_source_2
8790539232848329,2017-12-24 11:37:59,Android,samsung SM-G610F,VN,acquisition_source_2
5912012248172684,2017-01-19 1:59:49,iOS,"iPhone7,2",US,acquisition_source_2
1.49279E+15,2017-01-08 17:38:46,iOS,"iPad5,3",CA,acquisition_source_2
4306862413483105,2017-09-08 1:51:52,iOS,"iPad4,5",US,acquisition_source_2
3697178254414675,2017-01-14 4:22:41,iOS,"iPhone6,1",US,acquisition_source_4
6886182190623999,2018-09-03 16:26:38,Desktop,"iPhone10,4",CZ,acquisition_source_2
2303667930823399,2017-11-01 1:05:47,iOS,"iPhone7,1",US,acquisition_source_3
9169743912034639,2017-03-16 16:58:16,iOS,"iPhone8,4",US,acquisition_source_4
7202494656270447,2017-12-29 0:02:06,Android,HTC HTC 10,GB,acquisition_source_3
2676999526420909,2017-01-08 5:27:41,iOS,"iPhone7,2",AU,acquisition_source_2
7427213855311444,2017-12-17 8:09:50,iOS,"iPhone8,1",US,acquisition_source_2
1740963546642316,2017-09-19 20:40:45,iOS,"iPhone8,1",NO,acquisition_source_3
3607702386899714,2017-04-25 19:18:07,iOS,"iPhone7,2",US,acquisition_source_2
1502104408260008,2017-08-25 3:22:36,iOS,"iPad6,3",US,acquisition_source_2
548561144659687,2017-01-15 21:03:10,iOS,"iPod5,1",MX,acquisition_source_2
1815657140936313,2017-04-23 17:17:23,iOS,"iPhone8,2",US,acquisition_source_3
1215595668787923,2017-08-02 20:48:32,iOS,"iPhone9,3",US,acquisition_source_2
4.21882E+15,2017-03-06 8:38:20,Android,samsung SAMSUNG-SM-G920A,US,acquisition_source_3
4.62316E+15,2017-12-28 17:28:19,iOS,"iPhone6,2",IN,acquisition_source_3
5125285134499034,2017-12-02 1:37:22,Android,motorola XT1564,US,acquisition_source_2
1170193629599214,2017-02-05 19:28:27,Android,samsung SM-G920V,US,acquisition_source_2
3431714161398615,2017-03-25 3:39:19,Android,motorola XT1635-01,US,acquisition_source_3
4976178896843238,2019-01-23 18:30:21,Android,samsung SM-J700M,BR,acquisition_source_3
8727461714906315,2017-05-09 16:12:47,Android,samsung SM-G930W8,CA,acquisition_source_3
431888696142493,2017-07-28 6:24:15,Android,CloudFone Thrill HD,PH,acquisition_source_2
8403088402966052,2018-01-03 19:39:41,Android,HUAWEI VTR-L09,LK,acquisition_source_2
798900459681888,2017-07-26 13:58:34,Android,samsung SM-N910G,AU,acquisition_source_2
2981704553163343,2017-09-29 11:46:37,iOS,"iPhone8,1",SA,acquisition_source_2
5284859232253365,2017-04-02 22:00:26,iOS,"iPhone8,2",US,acquisition_source_2
2.19032E+15,2017-02-08 4:54:51,Android,alps O1,MX,acquisition_source_2
5084082715460517,2017-08-08 20:03:11,iOS,"iPhone8,4",US,acquisition_source_1
5328528844909524,2017-08-25 16:19:40,Android,samsung SM-G570F,IN,acquisition_source_2
7321440515262239,2020-04-17 21:12:26,Android,samsung SM-G925F,GB,acquisition_source_3
4236438262858668,2017-06-25 19:20:23,Android,HUAWEI VTR-L09,PT,acquisition_source_2
3201445990703833,2017-11-18 22:22:23,iOS,"iPhone8,1",US,acquisition_source_2
4038560001190195,2017-06-26 20:04:43,Android,Google Pixel XL,CA,acquisition_source_2
8.16198E+15,2017-10-25 5:02:48,iOS,"iPhone6,1",US,acquisition_source_2
3055839519354668,2017-01-06 15:54:44,Desktop,20150 (LENOVO),PL,acquisition_source_2
5635495053603974,2017-11-23 1:37:56,Android,samsung SM-T377P,US,acquisition_source_3
7189624569378531,2017-03-16 22:17:55,iOS,"iPad4,8",IS,acquisition_source_2
1.93635E+15,2017-08-13 21:06:17,Android,samsung SM-J320M,CL,acquisition_source_5
849429478723291,2017-11-17 10:23:50,iOS,"iPhone9,4",IN,acquisition_source_2
1414941846205441,2017-03-07 2:14:35,iOS,"iPhone9,1",US,acquisition_source_2
8330544668019412,2017-09-27 10:59:25,iOS,"iPhone9,1",UZ,acquisition_source_2
4982920561224073,2017-05-20 21:36:13,iOS,"iPhone8,1",US,acquisition_source_3
3974423488744623,2017-06-26 4:54:22,Android,samsung SAMSUNG-SM-J320AZ,US,acquisition_source_3
81201304398206,2017-04-29 20:12:06,iOS,"iPhone8,1",US,acquisition_source_2
8804221278845655,2017-11-22 18:52:34,Android,ZTE Z981,MX,acquisition_source_3
5890325395909521,2017-10-13 19:56:33,iOS,"iPhone8,1",US,acquisition_source_2
4614998731409326,2017-06-21 1:05:37,iOS,"iPhone6,1",US,acquisition_source_4
5236681962686477,2017-08-02 12:45:39,Android,samsung SM-N910C,TH,acquisition_source_2
923811837170880,2017-06-24 11:42:01,Desktop,To be filled by O.E.M. (To be filled by O.E.M.),NL,acquisition_source_2
8703011112602297,2017-07-21 12:15:15,Android,samsung SM-N900,VN,acquisition_source_2
5812830592187382,2017-09-05 11:22:41,iOS,"iPhone8,2",PH,acquisition_source_4
6712327638852508,2017-12-27 16:01:34,iOS,"iPhone7,1",DK,acquisition_source_2
2119064412684617,2017-05-15 13:20:04,Android,LGE LG-D290,CL,acquisition_source_2
2631496058079564,2017-09-06 0:51:56,Android,samsung SM-T217S,US,acquisition_source_2
4436264739501699,2017-03-11 19:36:51,Android,samsung SM-T350,US,acquisition_source_2
242963573883829,2017-07-10 18:23:17,iOS,"iPhone7,1",US,acquisition_source_2
5462721960102739,2017-09-20 13:44:58,Android,HUAWEI HUAWEI TAG-L23,CL,acquisition_source_2
9.59568E+15,2018-04-29 7:23:43,Android,LYF LS-4505,IN,acquisition_source_3
4207059024259644,2017-09-29 19:19:41,Android,HUAWEI CAM-L03,AR,acquisition_source_3
6.09515E+15,2017-03-18 23:03:19,Android,TCL 5045J,BR,acquisition_source_2
5139774905856187,2017-05-27 10:29:20,Android,OnePlus ONEPLUS A3003,GB,acquisition_source_5
1788061733459795,2017-07-03 23:10:05,iOS,"iPad5,3",AU,acquisition_source_2
8181027712936275,2017-02-14 17:53:45,Android,samsung SM-G930T1,US,acquisition_source_3
7972164055171142,2017-07-20 15:37:01,iOS,"iPhone9,3",US,acquisition_source_2
7914010439479266,2017-08-27 20:48:15,iOS,"iPad3,4",US,acquisition_source_1
8765370595049483,2017-02-09 22:08:14,iOS,"iPhone8,1",US,acquisition_source_2
5125804042041043,2017-08-05 19:28:11,Android,samsung SM-G930T,US,acquisition_source_3
1335215762673789,2017-11-11 6:04:03,Android,samsung SM-N910G,AU,acquisition_source_2
2.36687E+15,2018-01-30 2:07:52,iOS,"iPhone9,1",US,acquisition_source_2
9345664596882374,2017-05-29 22:31:00,Android,samsung SM-G950U,US,acquisition_source_2
8828395843550034,2017-03-06 1:05:15,Desktop,SATELLITE P50-A-11L (TOSHIBA),US,acquisition_source_3
3500690764556274,2017-04-23 3:58:14,iOS,"iPhone9,2",US,acquisition_source_3
558704041417859,2018-04-01 21:51:11,iOS,"iPhone5,3",US,acquisition_source_2
7286471691251867,2017-08-18 17:41:15,Android,LGE LG-LS993,US,acquisition_source_2
8844747394141671,2017-04-26 1:24:54,iOS,"iPod7,1",AU,acquisition_source_2
4004652537356724,2017-03-04 0:16:59,Android,motorola Moto G Play,BR,acquisition_source_2
6260695411028137,2017-09-04 5:38:52,iOS,"iPod7,1",US,acquisition_source_2
5185575491219001,2017-06-03 0:52:08,Android,samsung SM-G550T1,US,acquisition_source_2
2375085371646179,2017-08-28 1:11:04,Android,samsung SCH-I605,US,acquisition_source_2
5020707773257316,2017-11-09 12:00:12,Android,samsung SM-J500G,ID,acquisition_source_2
6905032835711602,2017-01-20 22:09:31,Android,samsung SM-T357T,US,acquisition_source_3
3.92906E+15,2017-08-23 2:25:54,iOS,"iPad4,4",US,acquisition_source_4
5284157558037705,2017-12-11 15:01:52,iOS,"iPhone8,4",PL,acquisition_source_2
8385670662823714,2017-01-26 3:53:03,Android,samsung SM-N920V,US,acquisition_source_3
91066050804974,2017-03-30 1:59:19,Android,samsung SM-G900M,BR,acquisition_source_2
205179145899929,2017-03-20 0:58:39,Desktop,GL502VM (ASUSTeK COMPUTER INC.),US,acquisition_source_2
1142299057007679,2017-07-10 15:55:08,Android,HUAWEI ALE-L21,GB,acquisition_source_3
1168500613846774,2017-11-29 13:04:44,Android,samsung SM-N950F,TR,acquisition_source_3
9307789948782297,2017-02-16 0:54:30,iOS,"iPhone8,1",US,acquisition_source_4
6432870354810174,2021-04-01 17:20:28,iOS,"iPad5,4",ZA,acquisition_source_2
8804644105843586,2017-04-02 13:59:30,Android,DEXP DEXP Energy,RU,acquisition_source_2
2189433462999083,2017-10-04 18:38:41,Android,samsung SM-G935F,CO,acquisition_source_4
4926870617364954,2017-02-10 5:46:24,Android,samsung SM-N900W8,MX,acquisition_source_2
198624727864258,2017-11-14 13:38:37,iOS,"iPhone8,4",NO,acquisition_source_3
7205139896551598,2017-01-07 5:06:59,Android,samsung SM-T537V,US,acquisition_source_3
7437677962088477,2017-10-21 18:05:32,iOS,"iPhone8,1",SA,acquisition_source_3
989798592692868,2017-08-16 15:56:56,iOS,"iPad5,4",FR,acquisition_source_2
2013389039530548,2017-01-15 19:30:45,Android,Acer A1-830,US,acquisition_source_1
9439729956486998,2017-07-07 21:33:34,Android,samsung SM-J700H,EG,acquisition_source_2
2699387808269123,2017-12-25 14:31:21,iOS,"iPhone6,2",CL,acquisition_source_2
6215527867344158,2017-04-16 22:07:58,iOS,"iPhone8,2",US,acquisition_source_2
3611587333919951,2017-07-29 13:38:59,iOS,"iPad4,5",US,acquisition_source_3
6810643689125599,2017-06-04 11:07:04,iOS,"iPhone6,2",SK,acquisition_source_2
6507683161764062,2017-01-01 17:10:33,Android,samsung SM-J500M,BR,acquisition_source_2
9649395059302043,2017-06-30 3:30:04,iOS,"iPhone5,3",US,acquisition_source_2
9953035163748046,2017-06-08 6:12:37,Android,motorola Moto G (4),AU,acquisition_source_4
3097437447020379,2017-06-27 2:10:00,Desktop,"MacBookAir6,1",US,acquisition_source_2
5876105124518841,2017-12-25 19:00:26,iOS,"iPhone8,4",GB,acquisition_source_2
5777134903857295,2017-11-24 13:31:06,Android,samsung SM-J710GN,NP,acquisition_source_4
980716340485366,2017-08-23 18:10:59,iOS,"iPhone9,4",US,acquisition_source_2
7900570053697438,2017-04-14 17:28:05,Android,samsung SM-T817V,US,acquisition_source_2
2466320051644295,2017-04-01 1:17:50,Android,samsung SM-G930P,US,acquisition_source_2
