profile_id,activity_date,songs_played
8159501262644954,2017-03-01,2
8159501262644954,2017-03-02,9
9213842207157878,2017-07-22,9
6122421982413527,2017-08-08,9
6122421982413527,2017-07-11,3
6122421982413527,2017-07-29,10
6122421982413527,2017-11-14,4
4174136642454077,2017-05-30,2
9839921692379462,2017-06-30,19
8829561967602105,2017-05-27,25
9017597176387779,2017-08-09,23
3648178663625112,2017-06-20,1
8.38318E+15,2017-01-14,1
1881232244320085,2017-06-29,3
9385637999007092,2017-05-09,35
9385637999007092,2017-05-10,28
9794204677695968,2017-08-25,25
2523149036733136,2017-08-15,5
4908179028326464,2017-05-11,1
8756370680562951,2017-09-13,1
2523149036733136,2017-05-11,12
2523149036733136,2017-08-14,18
4452715800586726,2017-08-17,44
3923047889136657,2017-08-03,1
5297786596069772,2017-08-12,36
5297786596069772,2017-10-28,48
1726437517492597,2017-01-19,1
8.03336E+15,2017-07-07,8
6.67491E+15,2017-08-10,12
3113855444665809,2017-06-18,11
5057924603620015,2017-11-09,1
4452715800586726,2017-07-25,2
3619428768363408,2017-03-15,1
8029088068569435,2017-12-08,14
7.55858E+15,2017-03-13,1
7035395903083189,2017-06-07,1
5297786596069772,2017-11-30,3
5297786596069772,2017-09-30,20
3958922103717183,2017-12-11,1
3428506179884045,2017-11-06,6
3428506179884045,2017-10-03,30
9262440254596522,2017-04-23,14
9262440254596522,2017-04-21,34
5887219391357566,2020-04-15,1
8572752322234787,2017-01-07,9
9861554196441925,2017-06-17,1
603645748471504,2017-09-08,17
8666922663237321,2017-07-17,22
8666922663237321,2017-07-20,18
8666922663237321,2017-07-28,1
767585326410322,2017-10-17,72
767585326410322,2017-10-12,28
767585326410322,2017-10-27,1
767585326410322,2017-10-13,43
5846055899735969,2017-03-28,28
5846055899735969,2017-02-04,90
5846055899735969,2017-02-13,32
5846055899735969,2017-11-26,46
747444506249055,2017-10-05,1
1210156543105208,2017-09-03,1
9406496813276244,2017-12-11,16
323725392349613,2017-08-01,1
3.73084E+15,2017-12-27,1
9998799143990424,2017-09-12,1
6941055540819516,2017-06-22,2
9086884981150991,2017-01-05,1
4602472973159163,2017-07-21,1
4125519111190074,2017-11-24,19
4125519111190074,2017-11-08,60
4125519111190074,2017-10-26,6
9406908584977092,2017-02-04,9
9406496813276244,2017-11-28,11
9406496813276244,2017-12-10,4
9952891973944075,2017-01-04,1
7450174733105114,2017-12-25,1
1.30025E+15,2017-03-02,51
3604883098842957,2017-09-13,19
1.30025E+15,2017-03-17,28
9043241624333247,2017-02-19,1
1715143087415436,2017-03-05,1
8800954823009304,2017-03-28,1
4910695891402042,2017-05-20,24
4910695891402042,2017-05-16,1
2441658141460734,2017-06-24,1
2998518212958128,2017-08-12,3
2998518212958128,2017-01-31,2
2675948570676945,2017-04-28,14
1578168332359755,2017-10-05,1
6941354276168512,2017-05-05,14
1889307902017413,2017-12-11,1
4054503847173917,2017-05-22,1
6537621709559474,2017-11-03,9
3781796139055485,2017-01-02,1
9815084504785038,2017-10-20,18
8686523767683723,2017-08-31,21
4.36265E+15,2017-04-15,1
2593372868042309,2017-08-26,20
2593372868042309,2017-08-23,35
6864752465422447,2017-08-09,3
6277267066681207,2017-09-08,23
1170245929510507,2017-07-17,28
3169028138311202,2017-01-11,25
3169028138311202,2017-01-13,28
3169028138311202,2017-01-18,17
4274427154365396,2017-12-01,8
3871900771679632,2017-03-12,3
9889823777387889,2017-12-03,32
7254575425150723,2017-02-04,9
9601706567373367,2017-07-26,21
9601706567373367,2017-07-21,1
7.52988E+15,2017-10-25,1
7894851856364184,2017-10-31,49
7894851856364184,2017-12-11,20
4091599515263515,2017-02-13,2
1169650163690272,2017-08-02,1
4614451912731381,2017-06-24,30
4614451912731381,2017-06-15,29
3225876206915296,2017-01-20,1
3225876206915296,2017-04-11,34
7811138379814073,2017-11-10,14
7811138379814073,2017-12-11,9
2226740158716698,2017-07-19,6
6852519564896412,2017-05-21,1
6085094175795048,2017-10-19,21
174590973048129,2017-03-03,19
174590973048129,2017-02-12,27
174590973048129,2017-02-09,1
3169028138311202,2017-01-28,23
9601706567373367,2017-08-12,1
4614451912731381,2017-06-27,32
9.51403E+15,2017-08-19,2
5359405743697022,2017-05-10,15
5620779119430414,2017-09-10,3
5620779119430414,2017-08-11,87
9993591988943471,2017-12-25,1
200383712559559,2017-02-01,16
3030044928760362,2017-07-31,17
3030044928760362,2017-06-28,8
3030044928760362,2017-06-27,35
9.48838E+15,2017-04-11,10
9.48838E+15,2017-04-01,9
9275502504221152,2017-12-25,1
7802352284286227,2017-05-14,3
4761275332737371,2017-10-03,40
1225138487731089,2017-10-24,1
6348815950729307,2017-11-14,15
3498893159523504,2017-09-17,28
716774423465139,2017-11-24,1
716774423465139,2017-03-12,4
4989560657988014,2017-12-29,31
7173102252257947,2017-04-30,1
8905403727624848,2017-08-03,1
710887466104032,2017-10-10,10
2318483762475974,2017-11-29,50
2318483762475974,2017-12-24,1
2318483762475974,2017-12-10,5
1315158968365543,2017-02-18,24
1315158968365543,2017-02-26,79
1315158968365543,2017-02-21,22
3391160567039887,2017-11-05,1
1880525857323104,2017-01-17,1
9.20588E+15,2017-07-20,7
8735785123575376,2017-08-18,1
1148190846024937,2017-04-30,21
628442308861555,2017-01-07,1
19885096230749,2017-06-07,7
19885096230749,2017-05-15,96
19885096230749,2017-06-01,43
645918078867945,2017-10-20,1
751111896459463,2017-09-03,1
7104087562000895,2017-01-31,11
7104087562000895,2017-02-11,9
8.86914E+15,2017-04-29,18
4813008604319059,2017-08-24,36
5910542615978185,2017-04-05,1
4133975270851101,2017-04-24,1
9881839192814557,2017-11-02,2
3167604618976792,2017-12-16,1
2763475173438936,2017-02-20,1
4733848965215227,2017-12-14,1
8856681886601576,2017-10-09,1
4589046666323918,2017-05-21,1
604468073018136,2017-11-04,1
1201532777748923,2017-07-23,18
7534907351403155,2017-11-23,12
4798419784875905,2017-12-30,22
4798419784875905,2017-12-01,48
4.64447E+15,2017-02-13,18
6937415696284049,2017-07-06,1
7.70082E+15,2017-05-28,24
5915402958824776,2017-11-06,14
7.35477E+15,2017-05-15,1
8.04986E+15,2017-07-08,1
1536731794280379,2017-10-09,48
137531712203872,2017-08-01,15
2677701611741279,2017-03-10,1
8857778533192708,2017-11-25,1
8574547916056544,2019-01-22,1
7558678319865073,2017-03-30,21
7558678319865073,2017-04-29,4
7558678319865073,2017-05-29,15
7558678319865073,2017-06-03,13
7558678319865073,2017-05-06,18
7558678319865073,2017-05-14,26
6694773746920164,2017-04-17,1
9389423930244383,2017-04-17,25
4151499014214207,2017-02-11,8
4758123099621394,2017-09-10,6
3323534777223889,2017-11-15,5
2553531603097423,2017-01-15,1
7873538817856263,2017-12-27,17
7873538817856263,2017-10-13,17
7012026071491531,2017-07-21,1
2905624448370953,2017-06-17,7
2905624448370953,2017-07-03,30
2905624448370953,2017-06-18,29
46265041068662,2017-11-26,1
4862441458937727,2017-08-10,25
4862441458937727,2017-04-03,56
4862441458937727,2017-04-01,29
4862441458937727,2017-08-17,54
4862441458937727,2017-11-30,21
4694121794860631,2017-10-01,1
5364647774798661,2017-08-28,1
967542935615902,2017-07-16,1
8998654024228813,2017-10-21,1
107476415589410,2017-11-21,1
8957715041063401,2017-03-03,1
7924270418731728,2017-04-06,1
7924270418731728,2017-04-27,49
9746154750703124,2017-09-13,17
9947307502228537,2017-06-11,19
5633963620071355,2017-07-18,1
4968569239950116,2017-08-13,1
3358921631771105,2017-03-24,135
2991640560629696,2017-05-12,15
2991640560629696,2017-11-23,42
2991640560629696,2017-10-17,17
2991640560629696,2017-09-19,1
2991640560629696,2017-05-10,17
2991640560629696,2017-06-08,13
2991640560629696,2017-03-12,13
9802440408548104,2017-01-08,25
8670754876735142,2017-12-27,23
5912723706554584,2017-07-09,13
4082494701201775,2017-09-05,1
7766538970789299,2017-10-29,70
2100067002322134,2017-09-26,31
4264358970706822,2017-06-21,21
4264358970706822,2017-07-30,44
4264358970706822,2017-08-15,17
443097647152359,2017-08-22,27
2.47557E+15,2017-09-05,7
4791763037577029,2017-05-03,29
4791763037577029,2017-03-13,1
4791763037577029,2017-04-27,119
1720013083947845,2017-09-23,1
1400152525035958,2017-02-03,22
261676352115658,2017-06-03,1
9475352029217928,2017-04-07,7
4132984179280169,2017-10-17,24
1.75349E+15,2017-08-14,33
9888036151731318,2017-01-25,80
7874563674682872,2017-07-19,39
82377389795178,2017-10-28,95
4897988737939628,2017-10-18,5
4947974966602651,2017-07-31,18
6195544214976043,2017-12-26,18
2.76229E+15,2017-01-14,4
9660212157816939,2017-07-07,1
2264832923367857,2017-07-20,6
2264832923367857,2017-07-26,19
9295976822153163,2017-10-17,28
3489914646321071,2017-12-31,4
5251295796287871,2017-01-26,10
9841785639908595,2017-07-27,21
9721945829219327,2017-07-12,1
9721945829219327,2017-08-25,18
3034678348783319,2017-08-11,3
8525564110385784,2017-02-14,14
8.60451E+15,2017-10-19,1
1346840474823455,2017-10-16,12
1346840474823455,2017-10-07,69
359658934905320,2017-11-03,52
393949014752558,2017-12-26,52
2528888042697734,2017-01-31,5
4048248407913617,2017-03-12,1
6172139485983759,2017-10-20,1
135254398837253,2017-09-23,1
6286271421232545,2017-11-16,17
9847884878770824,2017-12-26,20
9847884878770824,2017-08-27,4
9847884878770824,2017-09-17,34
7628609457704936,2017-05-07,1
7203219547961522,2017-12-29,1
4949109376606157,2017-12-25,35
4949109376606157,2017-06-07,13
2341125553704485,2017-12-04,1
4044096740834818,2017-05-10,1
9525192437608506,2017-11-13,1
9525192437608506,2017-01-03,1
9492835857421606,2017-11-23,97
9492835857421606,2017-11-24,71
9492835857421606,2017-11-25,38
8687364556723925,2017-06-16,60
8687364556723925,2017-06-22,6
8687364556723925,2017-07-12,2
9620451707739755,2017-02-11,5
6758846630050932,2017-11-20,4
6758846630050932,2017-02-24,2
6672591541940072,2017-06-15,1
5304105955965524,2017-10-21,8
366789676788380,2017-11-11,1
366789676788380,2017-11-21,5
366789676788380,2017-11-12,29
4658844437562263,2017-11-29,2
3449230147143701,2017-12-21,1
7735895201922059,2017-03-31,37
7735895201922059,2017-08-03,21
7735895201922059,2017-01-08,45
7735895201922059,2017-01-02,5
7735895201922059,2017-03-11,26
7735895201922059,2017-08-08,12
7735895201922059,2017-02-10,24
7735895201922059,2017-03-26,6
3268738372239088,2017-12-25,1
9492835857421606,2017-12-02,3
1991268872397788,2017-06-25,1
8.48689E+15,2017-01-22,11
2157486771588363,2017-10-29,3
7985026742061175,2017-12-13,1
5807809539242073,2017-05-31,26
8119068764082592,2017-02-11,1
3698916537343996,2017-09-20,1
6.13829E+15,2017-12-11,22
8668792765128844,2017-07-10,7
3739476662399647,2017-10-23,1
9789164850822412,2017-04-14,23
2233667442327999,2017-02-05,19
5138510076906817,2017-10-15,1
6529083353699871,2017-08-31,1
2728871054594673,2017-02-08,1
581520589752983,2017-12-31,3
5306693200844862,2017-07-24,12
8021567721956053,2017-04-03,27
1175917532581822,2017-12-05,1
2.54007E+15,2017-12-20,6
2.9563E+15,2017-03-21,24
3332668704757917,2017-12-21,32
8239463624084473,2017-03-15,60
8239463624084473,2017-07-28,39
8239463624084473,2017-08-30,55
8239463624084473,2017-02-23,61
8239463624084473,2017-03-23,56
8239463624084473,2017-04-28,64
8239463624084473,2017-08-01,30
8239463624084473,2017-07-04,78
8239463624084473,2017-03-03,52
8239463624084473,2017-04-29,34
8239463624084473,2017-04-25,16
8239463624084473,2017-03-04,102
8239463624084473,2017-04-23,23
8239463624084473,2017-10-23,16
8709953030627677,2017-01-18,11
2341575179118619,2017-06-12,1
1897734190619032,2017-08-04,1
7098735414707039,2017-02-17,4
2735658642289228,2017-02-04,85
5743069223840934,2017-09-21,1
9002489606732929,2017-06-06,12
9002489606732929,2017-10-25,21
9002489606732929,2017-06-01,11
5525329249575768,2017-01-23,95
6829665262647695,2017-10-25,19
6829665262647695,2017-12-28,29
1599601534423991,2017-02-14,29
8566731390847666,2017-09-17,1
2200779880995801,2017-06-27,18
3698495559240972,2017-02-14,3
3698495559240972,2017-02-21,10
3698495559240972,2017-02-02,4
4850929122582257,2017-06-24,3
9057685191990749,2017-12-03,27
8239463624084473,2017-12-03,47
5525329249575768,2017-01-20,1
7557567867719364,2017-11-09,76
6597661821580071,2017-02-15,1
4635940837829582,2017-03-30,1
9045649829969121,2017-12-06,1
4922938409753175,2017-09-26,4
9429404454469823,2017-07-04,1
5374338162126925,2017-06-06,3
5374338162126925,2017-06-02,12
6474280121204955,2017-09-05,1
9349235121358491,2017-07-08,12
2511460687833973,2017-09-29,18
7657016828964647,2017-05-02,7
2271700240522917,2017-06-16,1
2261822975085163,2017-01-17,1
9.42883E+15,2017-12-26,7
1463673449707273,2017-10-07,3
4883620785798166,2017-12-03,1
4862441458937727,2017-11-12,24
7766538970789299,2017-11-03,5
7766538970789299,2017-11-10,4
3.39462E+15,2017-07-09,3
7433200956292399,2017-02-07,5
4811322636750972,2017-08-24,1
9847884878770824,2017-09-14,5
9181438666623413,2017-11-22,1
2376995821404856,2017-05-11,1
9361692442445082,2017-05-09,65
4589622195703429,2017-07-09,23
4589622195703429,2017-08-30,8
4589622195703429,2017-10-02,19
5926917489490879,2017-03-21,91
5926917489490879,2017-04-02,54
5926917489490879,2017-04-03,14
1100832194420537,2017-01-31,2
5.06609E+15,2017-08-03,2
7861067788663928,2017-08-13,3
179188079542403,2017-01-28,7
7446244011342145,2017-10-11,55
3764625922681957,2017-07-26,31
5748696061550616,2017-10-18,1
2995827120545862,2017-09-02,1
8059091339548935,2017-05-04,1
5830590282332778,2017-02-05,2
7991030161687926,2017-07-24,23
4440771112262201,2017-09-06,27
6754905898179556,2017-12-20,15
6902633042958256,2017-08-10,1
8711379082322566,2017-10-05,1
5826593212318651,2017-09-12,38
3854607647543356,2017-12-16,12
3854607647543356,2017-11-27,14
5542745381096908,2017-11-03,1
5542745381096908,2017-11-06,5
9007405352902839,2017-07-18,8
2052724726092413,2017-12-01,16
5282823328361104,2017-01-31,7
3430735317868172,2017-05-02,1
1111474662833863,2017-11-09,1
9425580001945064,2017-06-29,8
9425580001945064,2017-06-13,17
8451324635483114,2017-10-03,37
8451324635483114,2017-09-23,51
6796065075370723,2017-05-10,1
3.91809E+15,2017-10-26,1
8530649265072901,2017-06-03,40
2.15415E+15,2017-01-22,1
3324188833285022,2017-08-18,1
7.56248E+15,2017-10-19,37
1512556237637593,2017-07-25,1
6366796125066746,2017-11-21,35
4567832524192059,2017-01-17,9
2920615184417227,2017-07-25,5
2273455591608834,2017-12-22,44
5719365093892212,2017-04-14,1
3526066949525268,2017-12-29,3
3290371809347023,2017-08-19,36
4364513902330214,2017-11-11,1
7669586604908997,2017-09-12,1
3.90976E+15,2017-01-21,1
6210920124149857,2017-12-28,14
2687731318559514,2017-11-08,10
4717135110668321,2017-06-06,1
6891377062055633,2017-10-11,8
8704740087490955,2017-06-30,17
8704740087490955,2017-07-06,3
8622290570856214,2017-08-31,8
2565015200642185,2017-11-26,19
2820881136793088,2017-07-25,24
2820881136793088,2017-10-03,6
9503495343814651,2017-04-29,1
1821711372909994,2017-07-16,10
9563383913910924,2017-07-28,2
4866015779090725,2017-05-12,27
4298304120178504,2017-09-12,1
5347159354186838,2017-03-23,1
8326287524621405,2017-05-03,1
9264802884914185,2017-01-23,36
9264802884914185,2017-01-22,1
6.19562E+15,2017-09-14,23
6639029380604557,2017-05-13,2
5922544932965085,2017-04-07,1
2505771188748468,2017-07-23,96
8693752535644201,2017-08-30,1
405343148104682,2017-02-21,7
405343148104682,2017-03-01,15
3664906675287089,2017-05-27,33
3994609411011748,2017-01-07,1
6334715480157529,2017-02-26,12
8.0339E+15,2017-11-12,4
595663643626444,2017-11-29,1
4334753173026788,2017-03-19,1
145197590686533,2017-10-14,1
145197590686533,2017-10-07,1
6298343766291849,2017-04-16,10
2964817526080055,2017-06-14,1
9483150425391105,2017-09-18,1
7776453786686017,2017-10-03,30
7776453786686017,2017-12-19,16
4309047683233818,2017-09-23,1
5782474963922917,2017-06-26,28
3187753017699537,2017-11-17,1
6617742929733897,2017-07-30,15
1705559461340631,2017-07-05,1
7958420079936071,2017-11-17,1
2051978559199789,2017-09-03,1
3.00865E+15,2017-01-11,1
9149460711258134,2017-09-29,1
8342809595299023,2017-02-26,34
1942915674599707,2017-12-30,28
1942915674599707,2017-12-29,14
1942915674599707,2017-12-28,4
8385592777232775,2017-10-09,1
2199764955184672,2017-08-12,23
81577467954900,2017-05-25,7
81577467954900,2017-07-01,13
81577467954900,2017-06-25,1
81577467954900,2017-05-27,4
81577467954900,2017-07-10,1
81577467954900,2017-05-21,1
81577467954900,2017-07-08,9
81577467954900,2017-06-19,12
7270821796402935,2017-12-22,7
684168350279127,2017-08-22,1
3604586862223662,2017-07-16,1
7357957340665452,2017-12-07,48
7357957340665452,2017-08-09,74
7357957340665452,2017-09-08,50
7357957340665452,2017-11-04,71
7357957340665452,2017-11-29,22
7357957340665452,2017-11-23,2
7357957340665452,2017-12-25,20
653272317693160,2017-12-13,23
7645866519633588,2017-08-20,1
8440277349425998,2017-12-21,47
8836301844162646,2017-07-19,1
5682796605352194,2017-03-21,1
3765322237672752,2017-01-19,11
5140444284312718,2017-01-20,10
7094235925199358,2017-01-15,8
7815459461383464,2017-12-27,12
6765704408276966,2017-12-22,9
940295074197227,2017-09-28,1
5864408301319168,2017-03-24,22
5864408301319168,2017-10-22,20
5864408301319168,2017-10-27,30
5864408301319168,2017-04-12,86
1145238644967785,2017-12-06,1
5977625146426209,2017-11-28,1
5977625146426209,2017-10-24,96
8438323215316849,2017-03-12,11
8438323215316849,2017-03-01,16
5189418090702641,2017-07-07,1
5.93297E+15,2017-07-29,24
7.70942E+15,2017-01-14,1
5864408301319168,2017-07-28,35
1969322898559626,2017-10-18,1
7275676268914953,2017-02-17,52
7275676268914953,2017-10-27,7
7275676268914953,2017-08-07,171
7275676268914953,2017-06-10,66
7275676268914953,2017-11-04,32
7275676268914953,2017-04-14,36
4084162126918346,2017-04-27,7
4722001400475137,2017-11-03,1
3.9494E+15,2017-07-22,14
8998739156223755,2017-01-26,12
6094610269830363,2017-05-26,4
4272104536303934,2017-10-09,18
7.59731E+15,2017-01-11,7
3802932320438953,2017-05-19,2
749677948395675,2017-06-16,1
2352450743110888,2017-07-06,3
7.50743E+15,2017-10-09,1
7422935465222353,2017-04-17,1
6.21897E+15,2017-03-12,56
4518062736191602,2017-11-02,89
4518062736191602,2017-10-29,51
2952737479972459,2017-01-05,1
7311922743482446,2017-07-01,76
4169705518978673,2017-07-09,20
9501060705680846,2017-07-02,64
297354265270132,2017-05-29,1
297354265270132,2017-05-30,115
1092635950919303,2017-04-28,31
3102050553824893,2017-02-17,1
2618860249483537,2017-09-13,23
9128644278264013,2017-04-10,2
4094813736515951,2017-04-14,14
4635523248605464,2017-08-25,1
3447484017667307,2017-12-27,4
3447484017667307,2017-08-11,20
2551676252113901,2017-02-14,26
2551676252113901,2017-02-20,20
2551676252113901,2017-02-09,1
8851793896627296,2017-12-05,4
2124468542871603,2017-07-03,40
2124468542871603,2017-06-26,28
2124468542871603,2017-07-10,35
2124468542871603,2017-06-19,26
2124468542871603,2017-08-20,12
6413071439600173,2017-08-16,1
7087330759416325,2017-02-10,1
5744003119982107,2017-11-04,28
5744003119982107,2017-11-01,26
4514785320259704,2017-09-29,1
4326564689291104,2017-05-16,1
2030602188201399,2017-07-24,1
8472760572731651,2017-11-28,1
312484761098114,2017-05-28,1
2023412513655,2017-11-10,11
5053124084374362,2017-09-28,5
9730752995397484,2017-10-22,1
8.88042E+15,2017-11-09,9
2.10739E+15,2017-01-22,1
7490834096315315,2017-02-26,1
7538220381070681,2017-09-29,53
1.52582E+15,2017-05-08,2
6809431313736637,2017-12-24,1
4527448104365148,2017-02-04,1
8001544491785146,2017-08-24,22
2955213734132237,2017-11-09,3
931522825344729,2017-02-19,2
9933616086317919,2017-04-08,12
9288702214495816,2017-10-08,23
36927458924153,2017-12-07,1
36927458924153,2017-12-09,2
2994069579031212,2017-09-04,24
2994069579031212,2017-09-10,3
2994069579031212,2017-09-09,6
1369837204890532,2017-08-01,115
3963356244697527,2017-02-05,22
3963356244697527,2017-07-08,8
4066728443702806,2017-07-10,1
505429488622742,2017-11-23,6
505429488622742,2017-11-08,33
505429488622742,2017-11-28,1
7426783419991008,2017-07-28,20
7426783419991008,2017-08-13,4
2492638920043729,2017-06-25,1
3033865483101023,2017-12-10,18
3033865483101023,2017-11-18,1
9848013531647889,2017-10-25,1
7816769988480753,2017-08-17,1
9.65592E+15,2017-07-20,1
8.81669E+15,2017-09-07,11
2609693624344294,2017-05-03,27
2609693624344294,2017-05-01,4
2183318906522567,2017-02-02,6
4239185556421205,2017-08-15,3
316935228229318,2017-12-06,26
9751235849647136,2017-03-03,58
4910047331716388,2017-02-25,8
4523710496567542,2017-11-18,26
3060643384258919,2017-03-27,16
3060643384258919,2017-08-07,22
3060643384258919,2017-07-11,15
3060643384258919,2017-06-24,18
3060643384258919,2017-07-12,21
5733131138600634,2017-04-23,4
6099408959209097,2017-10-16,35
6099408959209097,2017-12-07,33
6099408959209097,2017-09-04,42
6099408959209097,2017-09-10,15
8180570845959992,2017-06-04,1
7729927993783868,2017-01-14,1
9.02297E+15,2017-09-27,1
5856004845577237,2017-08-17,46
5856004845577237,2017-10-30,60
5856004845577237,2017-10-12,20
5856004845577237,2017-11-05,30
5856004845577237,2017-12-13,10
5856004845577237,2017-11-01,57
8680302341139881,2017-06-27,2
2066963658794202,2017-08-17,17
8156298072206511,2017-12-06,22
4949866311628164,2017-07-29,86
4949866311628164,2017-08-30,66
4949866311628164,2017-07-09,1
4949866311628164,2017-08-10,38
4949866311628164,2017-07-24,18
4949866311628164,2017-10-02,47
9249092757380355,2017-09-06,1
2821981096602502,2017-09-30,1
1221878626133148,2017-11-22,20
2583293020878366,2017-04-08,1
2583293020878366,2017-04-14,15
1.90827E+15,2017-05-27,38
7231585886293563,2017-05-16,1
5871462026739607,2017-02-06,1
3949238022372891,2017-08-20,22
148205481838475,2017-12-01,2
683220929067069,2017-05-30,8
683220929067069,2017-04-28,24
8378072156524491,2017-12-27,42
1392577719215469,2017-09-22,1
6342818747051652,2017-10-05,6
3918979870328998,2017-12-26,36
8651841576733097,2017-12-21,6
9818403598915134,2017-08-28,1
6720487190687777,2017-11-14,1
5423350540483265,2017-03-03,12
7.54697E+15,2017-12-23,8
7.54697E+15,2017-12-18,1
7.54697E+15,2017-12-27,25
9225700356005581,2017-07-20,1
7729904971074527,2017-09-21,2
195649978237011,2017-10-30,5
6681162310143926,2017-10-16,1
3043658514628132,2017-07-19,1
8579802995721396,2017-11-30,1
2733149177404649,2017-10-14,10
6719799056403938,2017-04-08,24
1330019598812786,2017-06-18,1
7312930512645581,2017-01-15,4
9237486213778786,2017-04-25,18
8410109655264619,2017-03-14,23
1.57071E+15,2017-11-29,12
6834130691705971,2017-08-17,1
8811487918782407,2017-12-25,50
8811487918782407,2017-11-22,23
8354846808988084,2017-08-29,1
4739668145031155,2017-12-04,8
2660861524739335,2017-03-05,29
2660861524739335,2017-03-03,63
9232970484277674,2017-06-13,7
52875773698029,2017-10-21,1
1406928213784749,2017-05-13,1
499830706447620,2017-12-18,21
1527353250275396,2017-12-28,14
7035133287178308,2017-09-05,1
4.24624E+15,2017-03-30,11
9564345578730008,2017-10-17,1
4577760025829145,2017-03-23,18
4577760025829145,2017-03-13,22
4577760025829145,2017-03-11,22
5.93939E+15,2017-09-11,4
2582330636564456,2017-12-25,1
8035228183280254,2017-07-01,20
8035228183280254,2017-08-03,2
6780154625410671,2017-06-14,1
3299472407189078,2017-12-17,7
9482311296163843,2017-08-08,1
8641499151314794,2017-04-10,55
8641499151314794,2017-06-02,30
6520798809063877,2017-12-27,17
9019905488876912,2017-10-11,1
5021942976110603,2017-11-23,6
5021942976110603,2017-06-27,16
5021942976110603,2017-06-15,8
5021942976110603,2017-08-12,29
5021942976110603,2017-07-19,10
9354140226032291,2017-06-05,6
7490923335981675,2017-04-16,1
1685327900438165,2017-05-30,1
9882744459398006,2017-12-15,19
9882744459398006,2017-07-25,6
6003647898491877,2017-09-22,9
1308847657055908,2017-01-25,3
1308847657055908,2017-03-15,9
5557107882793977,2017-12-18,1
2169086957881748,2017-04-03,16
8589870508747493,2017-01-17,1
2876820211514733,2017-04-10,2
93279703856906,2017-10-17,21
1948072568920101,2017-02-12,1
3442524197070445,2020-08-23,2
6554167163192201,2017-10-22,1
2461210462343563,2017-12-05,25
2835126790980579,2017-02-09,26
8207418436432912,2017-09-07,25
7527454678164717,2017-12-08,1
701455246835066,2017-08-15,20
3693422171149929,2017-01-14,1
6317742346500063,2017-09-09,1
6544857305215948,2017-12-16,4
362930476522452,2017-03-25,13
8187280962928918,2017-09-10,33
8187280962928918,2017-09-07,1
3.40602E+15,2017-04-11,1
4.03169E+15,2017-01-20,1
5871412780101873,2017-06-09,1
5871412780101873,2017-05-13,5
6850600616146118,2017-09-19,9
6850600616146118,2017-08-30,37
6850600616146118,2017-09-06,6
4832851947385643,2017-10-25,38
4331685362756383,2017-05-14,1
8756264617950503,2017-01-25,75
8756264617950503,2017-03-23,48
3.06531E+15,2017-05-21,115
3.06531E+15,2017-06-02,47
3.06531E+15,2017-11-26,63
3.06531E+15,2017-08-09,64
3.06531E+15,2017-04-02,137
3.06531E+15,2017-12-04,52
3.06531E+15,2017-09-03,83
3.06531E+15,2017-09-29,26
3.06531E+15,2017-08-22,91
3.06531E+15,2017-02-11,29
1942915674599707,2017-07-13,13
4.13824E+15,2017-12-08,4
3785863423444224,2017-12-13,9
9340623286620646,2017-12-01,1
4435916367366369,2017-08-22,1
2889549708451399,2017-11-19,53
1489619066090759,2017-08-02,2
1489619066090759,2017-06-12,1
6314831345751024,2017-07-04,48
6314831345751024,2017-07-24,51
6314831345751024,2017-11-19,93
6314831345751024,2017-07-23,31
6314831345751024,2017-09-15,5
9341333983051237,2017-05-27,42
7484182711027922,2017-02-08,25
9962821686522665,2017-08-11,25
9153472708294785,2017-03-11,70
1591006783467045,2017-08-21,1
5742798019741205,2017-06-02,12
6314831345751024,2017-06-15,62
6314831345751024,2017-07-14,51
6314831345751024,2017-06-28,5
6314831345751024,2017-07-08,297
9341333983051237,2017-08-31,6
5.6317E+15,2017-02-16,149
2005676409362811,2017-11-29,21
7699094013427056,2017-05-22,13
9.2136E+15,2017-02-21,1
3889621432590603,2017-12-16,20
8256696250539099,2017-10-10,9
9153472708294785,2017-03-14,29
3889621432590603,2017-12-20,40
137655208401426,2017-12-29,29
8400728010488441,2017-06-04,28
674594623639941,2017-06-21,1
229616753504917,2017-02-20,30
7787815627135725,2017-01-27,1
720046636101935,2017-05-01,25
8484981352308317,2017-10-20,1
3608291370514245,2017-07-17,13
2651998641974131,2017-10-07,1
8290619956585394,2017-11-18,1
5578679304424689,2017-10-14,54
4979012637884262,2017-07-12,1
5106732046983807,2017-11-20,27
7813978278656006,2017-09-06,3
3695836646585447,2017-04-20,1
7207477022598922,2017-06-29,34
5578679304424689,2017-11-27,22
5859820866699756,2017-03-16,1
9438449468733496,2017-01-20,10
6430935702203112,2017-04-06,12
6430935702203112,2017-04-22,56
3643411655967074,2017-11-04,22
8968823490006657,2017-03-11,1
9.72827E+15,2017-06-09,1
8290612857011437,2017-06-01,1
7.47668E+15,2017-03-14,12
8830915991179736,2017-04-07,1
8.43189E+15,2017-05-17,1
2799722645369279,2017-03-20,15
2189257986776209,2017-09-23,1
734679679904747,2017-04-15,1
1598635239240727,2017-10-13,1
947033511625810,2017-12-27,7
7095815996036016,2017-05-18,23
6725549229833564,2017-11-09,1
1198699941445584,2017-07-30,1
9645156564234196,2017-09-19,20
9645156564234196,2017-03-20,7
